Mã PKKH,Mã khách hàng,Total Days
A3,CUZ03148,0.0
B1,CUZ03149,0.0
A1,CUZ03150,0.0
B2,CUZ03151,0.0
C1,CUZ03152,0.0
A3,CUZ03153,0.0
C3,CUZ03154,0.0
A2,CUZ03155,0.0
C2,CUZ03156,0.0
A3,CUZ03157,0.0
B1,CUZ03158,0.0
B1,CUZ03159,0.0
B3,CUZ03160,0.0
A2,CUZ03161,4.0
C2,CUZ03162,0.0
B1,CUZ03163,0.0
A1,CUZ03164,0.0
A2,CUZ03165,0.0
A1,CUZ03166,0.0
B1,CUZ03167,0.0
B2,CUZ03168,0.0
C2,CUZ03169,37.0
A3,CUZ03170,0.0
A2,CUZ03171,0.0
B1,CUZ03172,0.0
C2,CUZ03173,0.0
A1,CUZ03174,0.0
A1,CUZ03175,0.0
A2,CUZ03176,0.0
A1,CUZ03177,0.0
C2,CUZ03178,0.0
A1,CUZ03179,0.0
A3,CUZ03180,0.0
C1,CUZ03181,35.0
B2,CUZ03182,0.0
A3,CUZ03183,0.0
B2,CUZ03184,0.0
A1,CUZ03185,0.0
A3,CUZ03186,0.0
C1,CUZ03187,0.0
C1,CUZ03188,0.0
A2,CUZ03189,0.0
B2,CUZ03190,0.0
A2,CUZ03191,0.0
C1,CUZ03192,0.0
C2,CUZ03193,0.0
A1,CUZ03194,0.0
C3,CUZ03195,0.0
B1,CUZ03196,41.0
A2,CUZ03197,0.0
A1,CUZ03198,0.0
A1,CUZ03199,0.0
B1,CUZ03200,44.0
C3,CUZ03201,0.0
A3,CUZ03202,0.0
C2,CUZ03203,0.0
C1,CUZ03204,0.0
B1,CUZ03205,0.0
A1,CUZ03206,0.0
A2,CUZ03207,0.0
A2,CUZ03208,0.0
A2,CUZ03209,0.0
C1,CUZ03210,0.0
A2,CUZ03211,53.0
C1,CUZ03212,0.0
B1,CUZ03213,0.0
B3,CUZ03214,0.0
A3,CUZ03215,0.0
A1,CUZ03216,0.0
B1,CUZ03217,0.0
C1,CUZ03218,0.0
A2,CUZ03219,43.0
A1,CUZ03220,35.0
B2,CUZ03221,0.0
A1,CUZ03222,27.0
C1,CUZ03223,0.0
A1,CUZ03224,0.0
A1,CUZ03225,45.0
A2,CUZ03226,0.0
A3,CUZ03227,0.0
A1,CUZ03228,0.0
B1,CUZ03229,0.0
A1,CUZ03230,46.0
A1,CUZ03231,0.0
B1,CUZ03232,0.0
A1,CUZ03233,0.0
C2,CUZ03234,0.0
C2,CUZ03235,0.0
A3,CUZ03236,53.0
B3,CUZ03237,0.0
A2,CUZ03238,0.0
A1,CUZ03239,35.0
A2,CUZ03240,0.0
A1,CUZ03241,0.0
C1,CUZ03242,41.0
A1,CUZ03243,0.0
C1,CUZ03244,0.0
B1,CUZ03245,0.0
B1,CUZ03246,0.0
B1,CUZ03247,0.0
A1,CUZ03248,43.0
B3,CUZ03249,0.0
B3,CUZ03250,0.0
A1,CUZ03251,0.0
A1,CUZ03252,0.0
B3,CUZ03253,0.0
A2,CUZ03254,0.0
B3,CUZ03255,0.0
A3,CUZ03256,0.0
B2,CUZ03257,0.0
A1,CUZ03258,0.0
B3,CUZ03259,0.0
B1,CUZ03260,0.0
C1,CUZ03261,0.0
A2,CUZ03262,0.0
A2,CUZ03263,0.0
C2,CUZ03264,0.0
B3,CUZ03265,0.0
C1,CUZ03266,0.0
A1,CUZ03267,0.0
B3,CUZ03268,0.0
A3,CUZ03269,0.0
C1,CUZ03270,0.0
A1,CUZ03271,0.0
C1,CUZ03272,0.0
C1,CUZ03273,0.0
B1,CUZ03274,0.0
A2,CUZ03275,0.0
C2,CUZ03276,0.0
A1,CUZ03277,0.0
B2,CUZ03278,0.0
A3,CUZ03279,0.0
C1,CUZ03280,0.0
A2,CUZ03281,0.0
B2,CUZ03282,0.0
A1,CUZ03283,0.0
C1,CUZ03284,0.0
A3,CUZ03285,0.0
C2,CUZ03286,0.0
B3,CUZ03287,0.0
B1,CUZ03288,0.0
A3,CUZ03289,0.0
A1,CUZ03290,0.0
A1,CUZ03291,0.0
B2,CUZ03292,0.0
B1,CUZ03293,0.0
C2,CUZ03294,0.0
A3,CUZ03295,0.0
B2,CUZ03296,0.0
A1,CUZ03297,0.0
A2,CUZ03298,0.0
A1,CUZ03299,0.0
A2,CUZ03300,0.0
C3,CUZ03301,0.0
A1,CUZ03302,0.0
C1,CUZ03303,0.0
C1,CUZ03304,0.0
A2,CUZ03305,0.0
A3,CUZ03306,0.0
C1,CUZ03307,0.0
A1,CUZ03308,41.0
A1,CUZ03309,0.0
A3,CUZ03310,0.0
A2,CUZ03311,0.0
B2,CUZ03312,0.0
A3,CUZ03313,0.0
A1,CUZ03314,0.0
C1,CUZ03315,0.0
B3,CUZ03316,0.0
A2,CUZ03317,0.0
C3,CUZ03318,0.0
A2,CUZ03319,0.0
A3,CUZ03320,0.0
B1,CUZ03321,0.0
A1,CUZ03322,0.0
B3,CUZ03323,0.0
B2,CUZ03324,0.0
B3,CUZ03325,0.0
C1,CUZ03326,0.0
C2,CUZ03327,0.0
A1,CUZ03328,24.0
C2,CUZ03329,0.0
C3,CUZ03330,0.0
B1,CUZ03331,36.0
A3,CUZ03332,0.0
A2,CUZ03333,0.0
C1,CUZ03334,0.0
B3,CUZ03335,0.0
A2,CUZ03336,0.0
A1,CUZ03337,26.0
B1,CUZ03338,0.0
A3,CUZ03339,0.0
A1,CUZ03340,18.0
B1,CUZ03341,0.0
A1,CUZ03342,0.0
B1,CUZ03343,0.0
A3,CUZ03344,0.0
B2,CUZ03345,0.0
B3,CUZ03346,0.0
B2,CUZ03347,0.0
A2,CUZ03348,0.0
A2,CUZ03349,0.0
A3,CUZ03350,0.0
A2,CUZ03351,0.0
C1,CUZ03352,0.0
A1,CUZ03353,0.0
A1,CUZ03354,0.0
B3,CUZ03355,0.0
A3,CUZ03356,0.0
B2,CUZ03357,0.0
B1,CUZ03358,0.0
C1,CUZ03359,0.0
A1,CUZ03360,0.0
A2,CUZ03361,0.0
B2,CUZ03362,0.0
B1,CUZ03363,0.0
B1,CUZ03364,0.0
A2,CUZ03365,0.0
B3,CUZ03366,0.0
B2,CUZ03367,0.0
A2,CUZ03368,0.0
A3,CUZ03369,0.0
A1,CUZ03370,0.0
A1,CUZ03371,24.0
B3,CUZ03372,0.0
C1,CUZ03373,0.0
A1,CUZ03374,0.0
A2,CUZ03375,0.0
C1,CUZ03376,0.0
C2,CUZ03377,0.0
C1,CUZ03378,0.0
B1,CUZ03379,0.0
A1,CUZ03380,17.0
C2,CUZ03381,0.0
A1,CUZ03382,0.0
A1,CUZ03383,0.0
A3,CUZ03384,0.0
C1,CUZ03385,0.0
B1,CUZ03386,0.0
C2,CUZ03387,0.0
A3,CUZ03388,0.0
A2,CUZ03389,0.0
C1,CUZ03390,0.0
B2,CUZ03391,0.0
A2,CUZ03392,0.0
B3,CUZ03393,0.0
A1,CUZ03394,21.0
B3,CUZ03395,0.0
C3,CUZ03396,0.0
B1,CUZ03397,0.0
B3,CUZ03398,32.0
A1,CUZ03399,0.0
A1,CUZ03400,0.0
C1,CUZ03401,0.0
A1,CUZ03402,0.0
A1,CUZ03403,0.0
B3,CUZ03404,0.0
A3,CUZ03405,0.0
B3,CUZ03406,0.0
C1,CUZ03407,0.0
C2,CUZ03408,0.0
B1,CUZ03409,0.0
B2,CUZ03410,0.0
C2,CUZ03411,0.0
A2,CUZ03412,0.0
C2,CUZ03413,0.0
B1,CUZ03414,0.0
A1,CUZ03415,17.0
B1,CUZ03416,0.0
B3,CUZ03417,17.0
A3,CUZ03418,41.0
B3,CUZ03419,0.0
A1,CUZ03420,0.0
A3,CUZ03421,0.0
A3,CUZ03422,0.0
A2,CUZ03423,0.0
A1,CUZ03424,0.0
B3,CUZ03425,0.0
A1,CUZ03426,27.0
A2,CUZ03427,0.0
B3,CUZ03428,0.0
A3,CUZ03429,41.0
A1,CUZ03430,0.0
B2,CUZ03431,0.0
A1,CUZ03432,23.0
B3,CUZ03433,0.0
A2,CUZ03434,0.0
A2,CUZ03435,0.0
C3,CUZ03436,0.0
B2,CUZ03437,0.0
A1,CUZ03438,17.0
A3,CUZ03439,0.0
B2,CUZ03440,0.0
C1,CUZ03441,0.0
A1,CUZ03442,0.0
B1,CUZ03443,0.0
A1,CUZ03444,0.0
B1,CUZ03445,0.0
A3,CUZ03446,0.0
C3,CUZ03447,0.0
B1,CUZ03448,0.0
A2,CUZ03449,0.0
B1,CUZ03450,0.0
C1,CUZ03451,0.0
A2,CUZ03452,0.0
A1,CUZ03453,13.0
A2,CUZ03454,0.0
C3,CUZ03455,0.0
C1,CUZ03456,0.0
B2,CUZ03457,0.0
A1,CUZ03458,0.0
B2,CUZ03459,0.0
C1,CUZ03460,0.0
C2,CUZ03461,0.0
A3,CUZ03462,0.0
A2,CUZ03463,0.0
A3,CUZ03464,0.0
A1,CUZ03465,0.0
C3,CUZ03466,0.0
C1,CUZ03467,18.0
B1,CUZ03468,10.0
A3,CUZ03469,0.0
B2,CUZ03470,0.0
C1,CUZ03471,0.0
C2,CUZ03472,0.0
A1,CUZ03473,38.0
C2,CUZ03474,0.0
B2,CUZ03475,0.0
C3,CUZ03476,0.0
B1,CUZ03477,0.0
C2,CUZ03478,0.0
C1,CUZ03479,0.0
B1,CUZ03480,0.0
A1,CUZ03481,0.0
B3,CUZ03482,0.0
A1,CUZ03483,0.0
B2,CUZ03484,0.0
B3,CUZ03485,0.0
A1,CUZ03486,0.0
B2,CUZ03487,0.0
C2,CUZ03488,0.0
A1,CUZ03489,0.0
C2,CUZ03490,0.0
A2,CUZ03491,0.0
C1,CUZ03492,0.0
A1,CUZ03493,0.0
B1,CUZ03494,0.0
B1,CUZ03495,0.0
B1,CUZ03496,0.0
C2,CUZ03497,0.0
B2,CUZ03498,0.0
B3,CUZ03499,0.0
A3,CUZ03500,0.0
C1,CUZ03501,0.0
A1,CUZ03502,26.0
A1,CUZ03503,10.0
C2,CUZ03504,0.0
A1,CUZ03505,0.0
A2,CUZ03506,0.0
B1,CUZ03507,0.0
A2,CUZ03508,0.0
A1,CUZ03509,0.0
A2,CUZ03510,0.0
C1,CUZ03511,0.0
B2,CUZ03512,0.0
C1,CUZ03513,0.0
C2,CUZ03514,0.0
A3,CUZ03515,0.0
A2,CUZ03516,0.0
A2,CUZ03517,0.0
C1,CUZ03518,0.0
A1,CUZ03519,0.0
A2,CUZ03520,9.0
B1,CUZ03521,0.0
B2,CUZ03522,0.0
B2,CUZ03523,0.0
A1,CUZ03524,0.0
A3,CUZ03525,0.0
A3,CUZ03526,0.0
A3,CUZ03527,0.0
C1,CUZ03528,0.0
A1,CUZ03529,0.0
A3,CUZ03530,0.0
A2,CUZ03531,0.0
B2,CUZ03532,0.0
C2,CUZ03533,0.0
B1,CUZ03534,26.0
B1,CUZ03535,0.0
A2,CUZ03536,16.0
B1,CUZ03537,0.0
A1,CUZ03538,0.0
A3,CUZ03539,0.0
A2,CUZ03540,0.0
C2,CUZ03541,0.0
C2,CUZ03542,0.0
A3,CUZ03543,0.0
C1,CUZ03544,0.0
C1,CUZ03545,4.0
C1,CUZ03546,0.0
A2,CUZ03547,33.0
A2,CUZ03548,0.0
A1,CUZ03549,0.0
A2,CUZ03550,0.0
C2,CUZ03551,0.0
A1,CUZ03552,0.0
A2,CUZ03553,0.0
A3,CUZ03554,0.0
A2,CUZ03555,0.0
B3,CUZ03556,0.0
C1,CUZ03557,20.0
C2,CUZ03558,0.0
C1,CUZ03559,0.0
C3,CUZ03560,0.0
B3,CUZ03561,0.0
B1,CUZ03562,0.0
C1,CUZ03563,0.0
C2,CUZ03564,0.0
B3,CUZ03565,0.0
B2,CUZ03566,0.0
B1,CUZ03567,0.0
C1,CUZ03568,0.0
A2,CUZ03569,0.0
C1,CUZ03570,0.0
A2,CUZ03571,0.0
A2,CUZ03572,0.0
B1,CUZ03573,0.0
A2,CUZ03574,0.0
B3,CUZ03575,0.0
A1,CUZ03576,0.0
A2,CUZ03577,0.0
A2,CUZ03578,0.0
C2,CUZ03579,0.0
A1,CUZ03580,0.0
A3,CUZ03581,0.0
B3,CUZ03582,0.0
C1,CUZ03583,0.0
A3,CUZ03584,0.0
A3,CUZ03585,0.0
C1,CUZ03586,0.0
A2,CUZ03587,0.0
B1,CUZ03588,0.0
C2,CUZ03589,0.0
A2,CUZ03590,0.0
A2,CUZ03591,0.0
A2,CUZ03592,0.0
B3,CUZ03593,0.0
A1,CUZ03594,0.0
A2,CUZ03595,0.0
B2,CUZ03596,0.0
B1,CUZ03597,0.0
A2,CUZ03598,0.0
C2,CUZ03599,0.0
B2,CUZ03600,0.0
A3,CUZ03601,0.0
C1,CUZ03602,0.0
B2,CUZ03603,0.0
A3,CUZ03604,0.0
A2,CUZ03605,0.0
C1,CUZ03606,0.0
A2,CUZ03607,0.0
C2,CUZ03608,0.0
A1,CUZ03609,0.0
A1,CUZ03610,0.0
C2,CUZ03611,0.0
A1,CUZ03612,0.0
B1,CUZ03613,0.0
C1,CUZ03614,0.0
B1,CUZ03615,0.0
B1,CUZ03616,0.0
C2,CUZ03617,0.0
B1,CUZ03618,0.0
A2,CUZ03619,0.0
C1,CUZ03620,0.0
A3,CUZ03621,0.0
C1,CUZ03622,0.0
B2,CUZ03623,0.0
C1,CUZ03624,0.0
A3,CUZ03625,0.0
B1,CUZ03626,0.0
B3,CUZ03627,0.0
C1,CUZ03628,0.0
A2,CUZ03629,0.0
A1,CUZ03630,0.0
C1,CUZ03631,0.0
A2,CUZ03632,0.0
A1,CUZ03633,0.0
B2,CUZ03634,0.0
C2,CUZ03635,0.0
A2,CUZ03636,0.0
C3,CUZ03637,0.0
A3,CUZ03638,0.0
C1,CUZ03639,0.0
A1,CUZ03640,0.0
C1,CUZ03641,0.0
C2,CUZ03642,0.0
C2,CUZ03643,0.0
A3,CUZ03644,0.0
C1,CUZ03645,0.0
C1,CUZ03646,0.0
A2,CUZ03647,0.0
B2,CUZ03648,0.0
A1,CUZ03649,0.0
A2,CUZ03650,0.0
A2,CUZ03651,0.0
C1,CUZ03652,0.0
B3,CUZ03653,0.0
B1,CUZ03654,0.0
A1,CUZ03655,0.0
B2,CUZ03656,0.0
B3,CUZ03657,0.0
B3,CUZ03658,0.0
A2,CUZ03659,0.0
C1,CUZ03660,0.0
A3,CUZ03661,0.0
A1,CUZ03662,0.0
C1,CUZ03663,0.0
B3,CUZ03664,0.0
C1,CUZ03665,0.0
C3,CUZ03666,0.0
C2,CUZ03667,0.0
B3,CUZ03668,0.0
B3,CUZ03669,0.0
A3,CUZ03670,0.0
A2,CUZ03671,0.0
A3,CUZ03672,0.0
B1,CUZ03673,0.0
C1,CUZ03674,0.0
B2,CUZ03675,0.0
B1,CUZ03676,0.0
A2,CUZ03677,0.0
A3,CUZ03678,0.0
A3,CUZ03679,0.0
A2,CUZ03680,0.0
C2,CUZ03681,0.0
B1,CUZ03682,0.0
C2,CUZ03683,0.0
A1,CUZ03684,0.0
A1,CUZ03685,0.0
B3,CUZ03686,0.0
C1,CUZ03687,0.0
A2,CUZ03688,0.0
B2,CUZ03689,0.0
A2,CUZ03690,0.0
C3,CUZ03691,0.0
C2,CUZ03692,0.0
A1,CUZ03693,0.0
A1,CUZ03694,0.0
B2,CUZ03695,0.0
A2,CUZ03696,0.0
A3,CUZ03697,0.0
A3,CUZ03698,0.0
C1,CUZ03699,0.0
A3,CUZ03700,0.0
C1,CUZ03701,0.0
B1,CUZ03702,0.0
A2,CUZ03703,0.0
A3,CUZ03704,0.0
A1,CUZ03705,0.0
C1,CUZ03706,0.0
C1,CUZ03707,0.0
B1,CUZ03708,0.0
C1,CUZ03709,0.0
C2,CUZ03710,0.0
C2,CUZ03711,0.0
C2,CUZ03712,0.0
A1,CUZ03713,0.0
A1,CUZ03714,0.0
B3,CUZ03715,0.0
C2,CUZ03716,0.0
B1,CUZ03717,0.0
A2,CUZ03718,0.0
A1,CUZ03719,0.0
A3,CUZ03720,0.0
B1,CUZ03721,0.0
A3,CUZ03722,0.0
B2,CUZ03723,0.0
B1,CUZ03724,0.0
C2,CUZ03725,0.0
A3,CUZ03726,0.0
C2,CUZ03727,0.0
C2,CUZ03728,0.0
B3,CUZ03729,0.0
A2,CUZ03730,0.0
B1,CUZ03731,0.0
C3,CUZ03732,0.0
B3,CUZ03733,0.0
A3,CUZ03734,0.0
B2,CUZ03735,0.0
B2,CUZ03736,0.0
C3,CUZ03737,0.0
C1,CUZ03738,0.0
B2,CUZ03739,0.0
C2,CUZ03740,0.0
A2,CUZ03741,0.0
C2,CUZ03742,0.0
C1,CUZ03743,0.0
C1,CUZ03744,0.0
B2,CUZ03745,0.0
C1,CUZ03746,0.0
A3,CUZ03747,0.0
A1,CUZ03748,0.0
A1,CUZ03749,0.0
A2,CUZ03750,0.0
B1,CUZ03751,0.0
C1,CUZ03752,0.0
C2,CUZ03753,0.0
A2,CUZ03754,0.0
A3,CUZ03755,0.0
B1,CUZ03756,0.0
C1,CUZ03757,0.0
A1,CUZ03758,0.0
B3,CUZ03759,0.0
C2,CUZ03760,0.0
C2,CUZ03761,0.0
A1,CUZ03762,0.0
B3,CUZ03763,0.0
C3,CUZ03764,0.0
C3,CUZ03765,0.0
A2,CUZ03766,0.0
B1,CUZ03767,0.0
C3,CUZ03768,0.0
C1,CUZ03769,0.0
B1,CUZ03770,0.0
A1,CUZ03771,0.0
A2,CUZ03772,0.0
A1,CUZ03773,0.0
C3,CUZ03774,0.0
B1,CUZ03775,0.0
B1,CUZ03776,0.0
B1,CUZ03777,0.0
C2,CUZ03778,0.0
B1,CUZ03779,0.0
A1,CUZ03780,0.0
A3,CUZ03781,0.0
C1,CUZ03782,0.0
A1,CUZ03783,0.0
C3,CUZ03784,0.0
B1,CUZ03785,0.0
A3,CUZ03786,0.0
B1,CUZ03787,0.0
B3,CUZ03788,0.0
A1,CUZ03789,0.0
C1,CUZ03790,0.0
A2,CUZ03791,0.0
C1,CUZ03792,0.0
B2,CUZ03793,0.0
A1,CUZ03794,0.0
B1,CUZ03795,0.0
C3,CUZ03796,0.0
A2,CUZ03797,0.0
C2,CUZ03798,0.0
C1,CUZ03799,0.0
A2,CUZ03800,0.0
A2,CUZ03801,0.0
A3,CUZ03802,0.0
A3,CUZ03803,0.0
A1,CUZ03804,0.0
A2,CUZ03805,0.0
C3,CUZ03806,0.0
B2,CUZ03807,0.0
C3,CUZ03808,0.0
B1,CUZ03809,0.0
A3,CUZ03810,0.0
C2,CUZ03811,0.0
A2,CUZ03812,0.0
B1,CUZ03813,0.0
A1,CUZ03814,0.0
B3,CUZ03815,0.0
C3,CUZ03816,0.0
A2,CUZ03817,0.0
B2,CUZ03818,0.0
A3,CUZ03819,0.0
B1,CUZ03820,0.0
A2,CUZ03821,0.0
C1,CUZ03822,0.0
A3,CUZ03823,0.0
C2,CUZ03824,0.0
A2,CUZ03825,0.0
C3,CUZ03826,0.0
A1,CUZ03827,0.0
B2,CUZ03828,0.0
C2,CUZ03829,0.0
A1,CUZ03830,0.0
A3,CUZ03831,0.0
A1,CUZ03832,0.0
A1,CUZ03833,0.0
C1,CUZ03834,0.0
C1,CUZ03835,0.0
A1,CUZ03836,0.0
B2,CUZ03837,0.0
A3,CUZ03838,0.0
B3,CUZ03839,0.0
B2,CUZ03840,0.0
C1,CUZ03841,0.0
A2,CUZ03842,0.0
A1,CUZ03843,0.0
C1,CUZ03844,0.0
C2,CUZ03845,0.0
A3,CUZ03846,0.0
C2,CUZ03847,0.0
A2,CUZ03848,0.0
C2,CUZ03849,0.0
B3,CUZ03850,0.0
A3,CUZ03851,0.0
B1,CUZ03852,0.0
A3,CUZ03853,0.0
C1,CUZ03854,0.0
A3,CUZ03855,0.0
B1,CUZ03856,0.0
A3,CUZ03857,0.0
A2,CUZ03858,0.0
B3,CUZ03859,0.0
A1,CUZ03860,0.0
B3,CUZ03861,0.0
C1,CUZ03862,0.0
C1,CUZ03863,0.0
C1,CUZ03864,0.0
A3,CUZ03865,0.0
A2,CUZ03866,0.0
B1,CUZ03867,0.0
B1,CUZ03868,0.0
B3,CUZ03869,0.0
B1,CUZ03870,0.0
B3,CUZ03871,0.0
C1,CUZ03872,0.0
A3,CUZ03873,0.0
B3,CUZ03874,0.0
C2,CUZ03875,0.0
B2,CUZ03876,0.0
A1,CUZ03877,0.0
A2,CUZ03878,0.0
B3,CUZ03879,0.0
B1,CUZ03880,0.0
B1,CUZ03881,0.0
A1,CUZ03882,0.0
A3,CUZ03883,0.0
A1,CUZ03884,0.0
C3,CUZ03885,0.0
B1,CUZ03886,0.0
B3,CUZ03887,0.0
C1,CUZ03888,0.0
C1,CUZ03889,0.0
A1,CUZ03890,0.0
A2,CUZ03891,0.0
C1,CUZ03892,0.0
A3,CUZ03893,0.0
B1,CUZ03894,0.0
B1,CUZ03895,0.0
B1,CUZ03896,0.0
B1,CUZ03897,0.0
A3,CUZ03898,0.0
B2,CUZ03899,0.0
C3,CUZ03900,0.0
A1,CUZ03901,0.0
A3,CUZ03902,0.0
C2,CUZ03903,0.0
B2,CUZ03904,0.0
C1,CUZ03905,0.0
C2,CUZ03906,0.0
B3,CUZ03907,0.0
B3,CUZ03908,0.0
A3,CUZ03909,0.0
B3,CUZ03910,0.0
A3,CUZ03911,0.0
B3,CUZ03912,0.0
A3,CUZ03913,0.0
A3,CUZ03914,0.0
A2,CUZ03915,0.0
C2,CUZ03916,0.0
C3,CUZ03917,0.0
A2,CUZ03918,0.0
A3,CUZ03919,0.0
B1,CUZ03920,0.0
A2,CUZ03921,0.0
A3,CUZ03922,0.0
C1,CUZ03923,0.0
C1,CUZ03924,0.0
A3,CUZ03925,0.0
A3,CUZ03926,0.0
A3,CUZ03927,0.0
B2,CUZ03928,0.0
C2,CUZ03929,0.0
B1,CUZ03930,0.0
A3,CUZ03931,0.0
A3,CUZ03932,0.0
C1,CUZ03933,0.0
B2,CUZ03934,0.0
A3,CUZ03935,0.0
A3,CUZ03936,0.0
C1,CUZ03937,0.0
A1,CUZ03938,0.0
A3,CUZ03939,0.0
A1,CUZ03940,0.0
A3,CUZ03941,0.0
B1,CUZ03942,0.0
