Mã PKKH,Mã khách hàng,Thành tiền
B1,CUZ01063,240000
B1,CUZ01071,305000
B1,CUZ01084,1045000
B1,CUZ01087,739000
B1,CUZ01103,1585000
B1,CUZ01115,1315000
B1,CUZ01116,510000
B1,CUZ01121,460000
B1,CUZ01132,405000
B1,CUZ01157,605000
B1,CUZ01169,605000
B1,CUZ01171,220000
B1,CUZ01172,625000
B1,CUZ01173,1435000
B1,CUZ01176,125000
B1,CUZ01200,395000
B1,CUZ01210,220000
B1,CUZ01213,130000
B1,CUZ01214,635000
B1,CUZ01227,519000
B1,CUZ01234,525000
B1,CUZ01235,545000
B1,CUZ01243,365000
B1,CUZ01254,630000
B1,CUZ01268,235000
B1,CUZ01274,370000
B1,CUZ01289,615000
B1,CUZ01303,370000
B1,CUZ01326,490000
B1,CUZ01340,390000
B1,CUZ01380,460000
B1,CUZ01385,1734000
B1,CUZ01388,60000
B1,CUZ01397,285000
B1,CUZ01407,165000
B1,CUZ01418,839000
B1,CUZ01420,275000
B1,CUZ01424,400000
B1,CUZ01439,215000
B1,CUZ01440,3000000
B1,CUZ01443,280000
B1,CUZ01447,1280000
B1,CUZ01458,290000
B1,CUZ01470,280000
B1,CUZ01479,410000
B1,CUZ01485,465000
B1,CUZ01489,145000
B1,CUZ01493,290000
B1,CUZ01499,470000
B1,CUZ01500,165000
B1,CUZ01513,350000
B1,CUZ01516,150000
B1,CUZ01522,200000
B1,CUZ01533,290000
B1,CUZ01538,450000
B1,CUZ01570,270000
B1,CUZ01573,1075000
B1,CUZ01578,680000
B1,CUZ01594,305000
B1,CUZ01603,395000
B1,CUZ01604,484000
B1,CUZ01620,410000
B1,CUZ01637,245000
B1,CUZ01663,470000
B1,CUZ01671,485000
B1,CUZ01674,165000
B1,CUZ01675,520000
B1,CUZ01684,780000
B1,CUZ01688,460000
B1,CUZ01694,300000
B1,CUZ01695,1425000
B1,CUZ01699,969000
B1,CUZ01704,1248000
B1,CUZ01706,325000
B1,CUZ01730,480000
B1,CUZ01733,395000
B1,CUZ01736,460000
B1,CUZ01741,805000
B1,CUZ01748,145000
B1,CUZ01757,245000
B1,CUZ01762,929000
B1,CUZ01764,245000
B1,CUZ01786,235000
B1,CUZ01787,410000
B1,CUZ01789,725000
B1,CUZ01790,365000
B1,CUZ01793,620000
B1,CUZ01803,485000
B1,CUZ01807,245000
B1,CUZ01823,360000
B1,CUZ01827,570000
B1,CUZ01828,520000
B1,CUZ01832,455000
B1,CUZ01836,750000
B1,CUZ01837,705000
B1,CUZ01849,340000
B1,CUZ01850,225000
B1,CUZ01855,615000
B1,CUZ01856,245000
B1,CUZ01861,764000
B1,CUZ01870,549000
B1,CUZ01875,995000
B1,CUZ01879,485000
B1,CUZ01889,385000
B1,CUZ01890,50000
B1,CUZ01891,340000
B1,CUZ01899,50000
B1,CUZ01909,405000
B1,CUZ01916,580000
B1,CUZ01933,290000
B1,CUZ01937,1030000
B1,CUZ01942,805000
B1,CUZ01950,770000
B1,CUZ01957,630000
B1,CUZ01958,580000
B1,CUZ01961,230000
B1,CUZ01962,1190000
B1,CUZ01995,465000
B1,CUZ02000,310000
B1,CUZ02006,245000
B1,CUZ02019,425000
B1,CUZ02023,185000
B1,CUZ02032,1109000
B1,CUZ02041,230000
B1,CUZ02043,705000
B1,CUZ02045,525000
B1,CUZ02053,975000
B1,CUZ02056,195000
B1,CUZ02059,495000
B1,CUZ02060,1845000
B1,CUZ02063,615000
B1,CUZ02075,460000
B1,CUZ02079,395000
B1,CUZ02081,610000
B1,CUZ02098,360000
B1,CUZ02120,880000
B1,CUZ02124,595000
B1,CUZ02129,170000
B1,CUZ02134,724000
B1,CUZ02139,460000
B1,CUZ02143,300000
B1,CUZ02144,565000
B1,CUZ02160,835000
B1,CUZ02172,395000
B1,CUZ02195,415000
B1,CUZ02199,745000
B1,CUZ02228,430000
B1,CUZ02233,1020000
B1,CUZ02241,465000
B1,CUZ02245,595000
B1,CUZ02248,220000
B1,CUZ02250,145000
B1,CUZ02252,1295000
B1,CUZ02266,980000
B1,CUZ02268,1015000
B1,CUZ02273,455000
B1,CUZ02287,795000
B1,CUZ02289,510000
B1,CUZ02306,335000
B1,CUZ02331,445000
B1,CUZ02338,689000
B1,CUZ02344,485000
B1,CUZ02350,540000
B1,CUZ02351,1584000
B1,CUZ02353,150000
B1,CUZ02371,355000
B1,CUZ02372,335000
B1,CUZ02379,415000
B1,CUZ02396,400000
B1,CUZ02399,405000
B1,CUZ02405,1124000
B1,CUZ02420,450000
B1,CUZ02437,575000
B1,CUZ02440,750000
B1,CUZ02455,974000
B1,CUZ02463,694000
B1,CUZ02473,1219000
B1,CUZ02486,535000
B1,CUZ02487,645000
B1,CUZ02498,550000
B1,CUZ02505,560000
B1,CUZ02512,1225000
B1,CUZ02517,565000
B1,CUZ02519,560000
B1,CUZ02524,775000
B1,CUZ02543,320000
B1,CUZ02562,939000
B1,CUZ02569,790000
B1,CUZ02577,380000
B1,CUZ02579,450000
B1,CUZ02586,625000
B1,CUZ02592,455000
B1,CUZ02598,520000
B1,CUZ02617,690000
B1,CUZ02620,520000
B1,CUZ02627,1289000
B1,CUZ02637,500000
B1,CUZ02647,515000
B1,CUZ02656,445000
B1,CUZ02663,590000
B1,CUZ02665,330000
B1,CUZ02683,500000
B1,CUZ02687,655000
B1,CUZ02692,340000
B1,CUZ02697,755000
B1,CUZ02704,580000
B1,CUZ02708,645000
B1,CUZ02709,480000
B1,CUZ02746,960000
B1,CUZ02756,605000
B1,CUZ02763,225000
B1,CUZ02776,870000
B1,CUZ02779,505000
B1,CUZ02783,380000
B1,CUZ02793,810000
B1,CUZ02797,610000
B1,CUZ02798,375000
B1,CUZ02804,735000
B1,CUZ02815,575000
B1,CUZ02820,895000
B1,CUZ02842,980000
B1,CUZ02849,649000
B1,CUZ02850,485000
B1,CUZ02852,360000
B1,CUZ02862,570000
B1,CUZ02880,460000
B1,CUZ02892,640000
B1,CUZ02909,320000
B1,CUZ02921,500000
B1,CUZ02932,755000
B1,CUZ02950,825000
B1,CUZ02951,610000
B1,CUZ02952,300000
B1,CUZ02953,960000
B1,CUZ02958,485000
B1,CUZ02962,435000
B1,CUZ02966,560000
B1,CUZ02974,889000
B1,CUZ02984,610000
B1,CUZ02985,330000
B1,CUZ03007,1435000
B1,CUZ03019,270000
B1,CUZ03020,350000
B1,CUZ03030,285000
B1,CUZ03033,615000
B1,CUZ03042,1290000
B1,CUZ03054,760000
B1,CUZ03062,540000
B1,CUZ03084,764000
B1,CUZ03087,340000
B1,CUZ03088,435000
B1,CUZ03093,814000
B1,CUZ03096,860000
B1,CUZ03097,535000
B1,CUZ03107,420000
B1,CUZ03136,1584000
B1,CUZ03149,335000
B1,CUZ03158,595000
B1,CUZ03159,520000
B1,CUZ03163,300000
B1,CUZ03167,585000
B1,CUZ03172,440000
B1,CUZ03196,1460000
B1,CUZ03200,1180000
B1,CUZ03205,515000
B1,CUZ03213,505000
B1,CUZ03217,460000
B1,CUZ03229,515000
B1,CUZ03232,620000
B1,CUZ03245,945000
B1,CUZ03246,310000
B1,CUZ03247,210000
B1,CUZ03260,769000
B1,CUZ03274,500000
B1,CUZ03288,725000
B1,CUZ03293,480000
B1,CUZ03321,570000
B1,CUZ03331,1364000
B1,CUZ03338,620000
B1,CUZ03341,1144000
B1,CUZ03343,320000
B1,CUZ03358,300000
B1,CUZ03363,485000
B1,CUZ03364,1339000
B1,CUZ03379,405000
B1,CUZ03386,765000
B1,CUZ03397,490000
B1,CUZ03409,810000
B1,CUZ03414,940000
B1,CUZ03416,790000
B1,CUZ03443,635000
B1,CUZ03445,350000
B1,CUZ03448,935000
B1,CUZ03450,525000
B1,CUZ03468,1305000
B1,CUZ03477,575000
B1,CUZ03480,695000
B1,CUZ03494,585000
B1,CUZ03495,750000
B1,CUZ03496,400000
B1,CUZ03507,655000
B1,CUZ03521,330000
B1,CUZ03534,2908000
B1,CUZ03535,225000
B1,CUZ03537,1065000
B1,CUZ03562,220000
B1,CUZ03567,634000
B1,CUZ03573,670000
B1,CUZ03588,770000
B1,CUZ03597,780000
B1,CUZ03613,590000
B1,CUZ03615,1200000
B1,CUZ03616,465000
B1,CUZ03618,690000
B1,CUZ03626,540000
B1,CUZ03654,335000
B1,CUZ03673,610000
B1,CUZ03676,1234000
B1,CUZ03682,390000
B1,CUZ03702,915000
B1,CUZ03708,819000
B1,CUZ03717,550000
B1,CUZ03721,865000
B1,CUZ03724,460000
B1,CUZ03731,620000
B1,CUZ03751,975000
B1,CUZ03756,510000
B1,CUZ03767,1109000
B1,CUZ03770,969000
B1,CUZ03775,35000
B1,CUZ03776,570000
B1,CUZ03777,675000
B1,CUZ03779,879000
B1,CUZ03785,490000
B1,CUZ03787,615000
B1,CUZ03795,425000
B1,CUZ03809,715000
B1,CUZ03813,530000
B1,CUZ03820,715000
B1,CUZ03852,330000
B1,CUZ03856,470000
B1,CUZ03867,619000
B1,CUZ03868,870000
B1,CUZ03870,485000
B1,CUZ03880,485000
B1,CUZ03881,895000
B1,CUZ03886,1225000
B1,CUZ03894,1055000
B1,CUZ03895,550000
B1,CUZ03896,730000
B1,CUZ03897,1284000
B1,CUZ03920,974000
B1,CUZ03930,675000
B1,CUZ03942,630000
B2,CUZ00028,585000
B2,CUZ00036,854000
B2,CUZ00039,705000
B2,CUZ00046,410000
B2,CUZ00061,665000
B2,CUZ00071,355000
B2,CUZ00073,609000
B2,CUZ00074,375000
B2,CUZ00083,365000
B2,CUZ00085,485000
B2,CUZ00101,415000
B2,CUZ00106,974000
B2,CUZ00119,265000
B2,CUZ00120,260000
B2,CUZ00123,480000
B2,CUZ00125,375000
B2,CUZ00128,545000
B2,CUZ00139,944000
B2,CUZ00142,380000
B2,CUZ00171,385000
B2,CUZ00174,345000
B2,CUZ00182,240000
B2,CUZ00184,105000
B2,CUZ00186,385000
B2,CUZ00189,949000
B2,CUZ00192,390000
B2,CUZ00195,95000
B2,CUZ00198,440000
B2,CUZ00212,615000
B2,CUZ00230,200000
B2,CUZ00231,195000
B2,CUZ00237,1019000
B2,CUZ00245,300000
B2,CUZ00259,295000
B2,CUZ00261,510000
B2,CUZ00273,590000
B2,CUZ00278,290000
B2,CUZ00299,450000
B2,CUZ00300,535000
B2,CUZ00305,689000
B2,CUZ00316,480000
B2,CUZ00333,620000
B2,CUZ00351,435000
B2,CUZ00358,615000
B2,CUZ00365,350000
B2,CUZ00375,210000
B2,CUZ00383,205000
B2,CUZ00392,215000
B2,CUZ00416,190000
B2,CUZ00418,390000
B2,CUZ00423,185000
B2,CUZ00431,200000
B2,CUZ00434,160000
B2,CUZ00441,60000
B2,CUZ00444,290000
B2,CUZ00451,390000
B2,CUZ00458,904000
B2,CUZ00459,969000
B2,CUZ00469,435000
B2,CUZ00472,210000
B2,CUZ00506,450000
B2,CUZ00516,440000
B2,CUZ00530,185000
B2,CUZ00544,105000
B2,CUZ00573,430000
B2,CUZ00579,225000
B2,CUZ00607,405000
B2,CUZ00610,295000
B2,CUZ00630,330000
B2,CUZ00646,130000
B2,CUZ00658,390000
B2,CUZ00667,410000
B2,CUZ00668,190000
B2,CUZ00682,280000
B2,CUZ00687,95000
B2,CUZ00701,315000
B2,CUZ00710,340000
B2,CUZ00712,330000
B2,CUZ00716,445000
B2,CUZ00729,340000
B2,CUZ00766,519000
B2,CUZ00777,430000
B2,CUZ00785,130000
B2,CUZ00797,190000
B2,CUZ00806,425000
B2,CUZ00819,185000
B2,CUZ00825,150000
B2,CUZ00847,55000
B2,CUZ00857,125000
B2,CUZ00877,275000
B2,CUZ00879,145000
B2,CUZ00891,640000
B2,CUZ00899,389000
B2,CUZ00911,390000
B2,CUZ00937,200000
B2,CUZ00940,300000
B2,CUZ00942,285000
B2,CUZ00943,170000
B2,CUZ00960,300000
B2,CUZ00963,35000
B2,CUZ00964,465000
B2,CUZ00970,429000
B2,CUZ00991,300000
B2,CUZ01006,100000
B2,CUZ01011,420000
B2,CUZ01019,460000
B2,CUZ01020,450000
B2,CUZ01027,225000
B2,CUZ01029,370000
B2,CUZ01035,539000
B2,CUZ01048,285000
B2,CUZ01059,534000
B2,CUZ01065,380000
B2,CUZ01067,320000
B2,CUZ01068,95000
B2,CUZ01079,210000
B2,CUZ01083,195000
B2,CUZ01085,135000
B2,CUZ01107,185000
B2,CUZ01124,260000
B2,CUZ01128,350000
B2,CUZ01135,200000
B2,CUZ01138,525000
B2,CUZ01142,190000
B2,CUZ01145,120000
B2,CUZ01160,335000
B2,CUZ01161,495000
B2,CUZ01168,285000
B2,CUZ01201,390000
B2,CUZ01220,280000
B2,CUZ01226,854000
B2,CUZ01237,704000
B2,CUZ01238,270000
B2,CUZ01240,205000
B2,CUZ01241,245000
B2,CUZ01256,444000
B2,CUZ01259,180000
B2,CUZ01261,300000
B2,CUZ01262,539000
B2,CUZ01267,200000
B2,CUZ01277,110000
B2,CUZ01292,605000
B2,CUZ01293,110000
B2,CUZ01294,485000
B2,CUZ01317,320000
B2,CUZ01324,539000
B2,CUZ01335,250000
B2,CUZ01349,425000
B2,CUZ01350,450000
B2,CUZ01355,130000
B2,CUZ01362,160000
B2,CUZ01374,40000
B2,CUZ01375,165000
B2,CUZ01377,225000
B2,CUZ01383,275000
B2,CUZ01393,470000
B2,CUZ01394,300000
B2,CUZ01396,345000
B2,CUZ01428,295000
B2,CUZ01432,355000
B2,CUZ01437,300000
B2,CUZ01438,150000
B2,CUZ01444,430000
B2,CUZ01452,600000
B2,CUZ01456,220000
B2,CUZ01466,355000
B2,CUZ01473,260000
B2,CUZ01476,290000
B2,CUZ01483,150000
B2,CUZ01488,539000
B2,CUZ01491,150000
B2,CUZ01494,389000
B2,CUZ01498,150000
B2,CUZ01509,205000
B2,CUZ01510,150000
B2,CUZ01519,340000
B2,CUZ01528,335000
B2,CUZ01529,260000
B2,CUZ01543,50000
B2,CUZ01545,444000
B2,CUZ01546,200000
B2,CUZ01547,335000
B2,CUZ01560,125000
B2,CUZ01568,130000
B2,CUZ01572,370000
B2,CUZ01581,300000
B2,CUZ01588,300000
B2,CUZ01595,150000
B2,CUZ01609,120000
B2,CUZ01610,335000
B2,CUZ01617,380000
B2,CUZ01631,245000
B2,CUZ01636,150000
B2,CUZ01642,195000
B2,CUZ01651,300000
B2,CUZ01654,150000
B2,CUZ01662,449000
B2,CUZ01664,210000
B2,CUZ01668,470000
B2,CUZ01676,150000
B2,CUZ01680,220000
B2,CUZ01682,40000
B2,CUZ01697,295000
B2,CUZ01709,539000
B2,CUZ01726,145000
B2,CUZ01729,445000
B2,CUZ01743,150000
B2,CUZ01760,684000
B2,CUZ01768,200000
B2,CUZ01773,634000
B2,CUZ01776,200000
B2,CUZ01784,300000
B2,CUZ01794,285000
B2,CUZ01796,605000
B2,CUZ01798,185000
B2,CUZ01801,280000
B2,CUZ01802,210000
B2,CUZ01806,205000
B2,CUZ01816,389000
B2,CUZ01820,55000
B2,CUZ01830,245000
B2,CUZ01831,285000
B2,CUZ01839,300000
B2,CUZ01840,190000
B2,CUZ01858,40000
B2,CUZ01859,295000
B2,CUZ01860,150000
B2,CUZ01862,505000
B2,CUZ01869,205000
B2,CUZ01876,395000
B2,CUZ01880,260000
B2,CUZ01881,320000
B2,CUZ01883,519000
B2,CUZ01885,250000
B2,CUZ01887,730000
B2,CUZ01895,584000
B2,CUZ01897,335000
B2,CUZ01898,225000
B2,CUZ01901,574000
B2,CUZ01905,485000
B2,CUZ01913,225000
B2,CUZ01917,205000
B2,CUZ01919,435000
B2,CUZ01921,150000
B2,CUZ01925,225000
B2,CUZ01929,889000
B2,CUZ01931,240000
B2,CUZ01941,475000
B2,CUZ01947,1033000
B2,CUZ01952,380000
B2,CUZ01954,140000
B2,CUZ01956,300000
B2,CUZ01959,704000
B2,CUZ01963,210000
B2,CUZ01964,355000
B2,CUZ01969,260000
B2,CUZ01972,75000
B2,CUZ01973,225000
B2,CUZ01981,595000
B2,CUZ01982,50000
B2,CUZ01985,200000
B2,CUZ01994,385000
B2,CUZ02003,245000
B2,CUZ02004,185000
B2,CUZ02015,480000
B2,CUZ02042,220000
B2,CUZ02047,235000
B2,CUZ02050,300000
B2,CUZ02058,355000
B2,CUZ02062,390000
B2,CUZ02069,185000
B2,CUZ02073,300000
B2,CUZ02083,450000
B2,CUZ02085,325000
B2,CUZ02096,539000
B2,CUZ02104,220000
B2,CUZ02106,255000
B2,CUZ02122,150000
B2,CUZ02125,340000
B2,CUZ02126,165000
B2,CUZ02131,150000
B2,CUZ02133,160000
B2,CUZ02137,295000
B2,CUZ02148,270000
B2,CUZ02151,325000
B2,CUZ02153,345000
B2,CUZ02159,350000
B2,CUZ02164,300000
B2,CUZ02165,280000
B2,CUZ02169,495000
B2,CUZ02177,300000
B2,CUZ02178,335000
B2,CUZ02179,60000
B2,CUZ02184,210000
B2,CUZ02192,200000
B2,CUZ02193,240000
B2,CUZ02198,285000
B2,CUZ02209,430000
B2,CUZ02220,389000
B2,CUZ02222,450000
B2,CUZ02226,245000
B2,CUZ02230,485000
B2,CUZ02235,704000
B2,CUZ02236,305000
B2,CUZ02242,165000
B2,CUZ02246,550000
B2,CUZ02247,145000
B2,CUZ02249,769000
B2,CUZ02251,519000
B2,CUZ02258,580000
B2,CUZ02260,225000
B2,CUZ02263,315000
B2,CUZ02264,350000
B2,CUZ02283,330000
B2,CUZ02291,300000
B2,CUZ02292,670000
B2,CUZ02298,390000
B2,CUZ02300,60000
B2,CUZ02301,365000
B2,CUZ02311,150000
B2,CUZ02313,425000
B2,CUZ02319,485000
B2,CUZ02320,55000
B2,CUZ02323,150000
B2,CUZ02325,485000
B2,CUZ02337,180000
B2,CUZ02345,699000
B2,CUZ02347,519000
B2,CUZ02363,270000
B2,CUZ02368,280000
B2,CUZ02373,205000
B2,CUZ02374,719000
B2,CUZ02378,205000
B2,CUZ02382,295000
B2,CUZ02387,644000
B2,CUZ02414,270000
B2,CUZ02415,395000
B2,CUZ02416,605000
B2,CUZ02421,335000
B2,CUZ02451,320000
B2,CUZ02456,435000
B2,CUZ02460,295000
B2,CUZ02465,185000
B2,CUZ02476,450000
B2,CUZ02499,360000
B2,CUZ02504,345000
B2,CUZ02510,300000
B2,CUZ02522,340000
B2,CUZ02534,450000
B2,CUZ02563,834000
B2,CUZ02585,405000
B2,CUZ02605,514000
B2,CUZ02615,150000
B2,CUZ02616,545000
B2,CUZ02623,924000
B2,CUZ02625,499000
B2,CUZ02639,1000000
B2,CUZ02648,185000
B2,CUZ02650,340000
B2,CUZ02666,535000
B2,CUZ02670,210000
B2,CUZ02671,150000
B2,CUZ02685,55000
B2,CUZ02705,155000
B2,CUZ02716,765000
B2,CUZ02723,200000
B2,CUZ02731,380000
B2,CUZ02749,834000
B2,CUZ02752,280000
B2,CUZ02769,530000
B2,CUZ02774,265000
B2,CUZ02775,350000
B2,CUZ02794,245000
B2,CUZ02802,210000
B2,CUZ02807,185000
B2,CUZ02808,245000
B2,CUZ02822,574000
B2,CUZ02839,355000
B2,CUZ02848,150000
B2,CUZ02870,365000
B2,CUZ02873,150000
B2,CUZ02893,485000
B2,CUZ02910,390000
B2,CUZ02911,310000
B2,CUZ02915,300000
B2,CUZ02917,230000
B2,CUZ02924,205000
B2,CUZ02927,135000
B2,CUZ02937,439000
B2,CUZ02939,440000
B2,CUZ02942,439000
B2,CUZ02946,300000
B2,CUZ02959,250000
B2,CUZ02965,360000
B2,CUZ02982,520000
B2,CUZ02990,360000
B2,CUZ03021,305000
B2,CUZ03043,680000
B2,CUZ03049,55000
B2,CUZ03057,934000
B2,CUZ03067,330000
B2,CUZ03068,689000
B2,CUZ03077,435000
B2,CUZ03081,190000
B2,CUZ03082,295000
B2,CUZ03090,355000
B2,CUZ03103,485000
B2,CUZ03105,150000
B2,CUZ03108,760000
B2,CUZ03130,125000
B2,CUZ03133,225000
B2,CUZ03151,424000
B2,CUZ03168,395000
B2,CUZ03182,300000
B2,CUZ03184,150000
B2,CUZ03190,560000
B2,CUZ03221,300000
B2,CUZ03257,679000
B2,CUZ03278,315000
B2,CUZ03282,190000
B2,CUZ03292,345000
B2,CUZ03296,185000
B2,CUZ03312,190000
B2,CUZ03324,505000
B2,CUZ03345,629000
B2,CUZ03347,744000
B2,CUZ03357,315000
B2,CUZ03362,360000
B2,CUZ03367,285000
B2,CUZ03391,315000
B2,CUZ03410,95000
B2,CUZ03431,410000
B2,CUZ03437,285000
B2,CUZ03440,290000
B2,CUZ03457,785000
B2,CUZ03459,165000
B2,CUZ03470,424000
B2,CUZ03475,350000
B2,CUZ03484,325000
B2,CUZ03487,615000
B2,CUZ03498,365000
B2,CUZ03512,315000
B2,CUZ03522,410000
B2,CUZ03523,285000
B2,CUZ03532,574000
B2,CUZ03566,430000
B2,CUZ03596,360000
B2,CUZ03600,320000
B2,CUZ03603,500000
B2,CUZ03623,350000
B2,CUZ03634,405000
B2,CUZ03648,689000
B2,CUZ03656,455000
B2,CUZ03675,550000
B2,CUZ03689,674000
B2,CUZ03695,205000
B2,CUZ03723,360000
B2,CUZ03735,395000
B2,CUZ03736,345000
B2,CUZ03739,310000
B2,CUZ03745,485000
B2,CUZ03793,150000
B2,CUZ03807,335000
B2,CUZ03818,185000
B2,CUZ03828,739000
B2,CUZ03837,315000
B2,CUZ03840,330000
B2,CUZ03876,450000
B2,CUZ03899,894000
B2,CUZ03904,759000
B2,CUZ03928,885000
B2,CUZ03934,245000
B3,CUZ00004,635000
B3,CUZ00006,585000
B3,CUZ00010,750000
B3,CUZ00013,150000
B3,CUZ00018,185000
B3,CUZ00019,420000
B3,CUZ00025,405000
B3,CUZ00037,865000
B3,CUZ00049,595000
B3,CUZ00056,420000
B3,CUZ00058,210000
B3,CUZ00068,485000
B3,CUZ00086,360000
B3,CUZ00097,360000
B3,CUZ00104,285000
B3,CUZ00114,615000
B3,CUZ00131,640000
B3,CUZ00134,300000
B3,CUZ00141,560000
B3,CUZ00146,655000
B3,CUZ00155,355000
B3,CUZ00166,285000
B3,CUZ00175,675000
B3,CUZ00204,915000
B3,CUZ00210,600000
B3,CUZ00234,515000
B3,CUZ00241,250000
B3,CUZ00242,885000
B3,CUZ00244,350000
B3,CUZ00263,585000
B3,CUZ00266,350000
B3,CUZ00279,764000
B3,CUZ00296,615000
B3,CUZ00308,605000
B3,CUZ00314,550000
B3,CUZ00329,320000
B3,CUZ00332,565000
B3,CUZ00346,350000
B3,CUZ00370,280000
B3,CUZ00395,589000
B3,CUZ00422,240000
B3,CUZ00424,635000
B3,CUZ00425,370000
B3,CUZ00432,220000
B3,CUZ00449,490000
B3,CUZ00461,375000
B3,CUZ00468,260000
B3,CUZ00470,410000
B3,CUZ00473,505000
B3,CUZ00486,480000
B3,CUZ00496,160000
B3,CUZ00502,270000
B3,CUZ00508,60000
B3,CUZ00509,735000
B3,CUZ00513,395000
B3,CUZ00517,365000
B3,CUZ00583,400000
B3,CUZ00601,35000
B3,CUZ00624,375000
B3,CUZ00625,760000
B3,CUZ00635,290000
B3,CUZ00636,40000
B3,CUZ00641,150000
B3,CUZ00657,350000
B3,CUZ00669,315000
B3,CUZ00715,520000
B3,CUZ00727,345000
B3,CUZ00747,270000
B3,CUZ00779,450000
B3,CUZ00788,575000
B3,CUZ00790,325000
B3,CUZ00805,215000
B3,CUZ00808,220000
B3,CUZ00839,310000
B3,CUZ00843,595000
B3,CUZ00849,135000
B3,CUZ00867,170000
B3,CUZ00870,310000
B3,CUZ00897,185000
B3,CUZ00898,640000
B3,CUZ00900,455000
B3,CUZ00902,215000
B3,CUZ00912,440000
B3,CUZ00955,260000
B3,CUZ00958,389000
B3,CUZ00982,155000
B3,CUZ01008,60000
B3,CUZ01014,630000
B3,CUZ01051,490000
B3,CUZ01072,465000
B3,CUZ01088,310000
B3,CUZ01091,574000
B3,CUZ01105,255000
B3,CUZ01111,684000
B3,CUZ01143,405000
B3,CUZ01147,505000
B3,CUZ01153,415000
B3,CUZ01165,205000
B3,CUZ01166,205000
B3,CUZ01202,355000
B3,CUZ01206,195000
B3,CUZ01230,285000
B3,CUZ01236,200000
B3,CUZ01249,225000
B3,CUZ01257,450000
B3,CUZ01260,465000
B3,CUZ01270,550000
B3,CUZ01282,40000
B3,CUZ01310,370000
B3,CUZ01330,310000
B3,CUZ01338,160000
B3,CUZ01341,450000
B3,CUZ01343,130000
B3,CUZ01352,40000
B3,CUZ01369,285000
B3,CUZ01386,355000
B3,CUZ01392,455000
B3,CUZ01413,545000
B3,CUZ01436,185000
B3,CUZ01448,405000
B3,CUZ01455,170000
B3,CUZ01460,165000
B3,CUZ01469,260000
B3,CUZ01475,185000
B3,CUZ01484,155000
B3,CUZ01502,450000
B3,CUZ01514,554000
B3,CUZ01515,425000
B3,CUZ01520,185000
B3,CUZ01523,170000
B3,CUZ01565,560000
B3,CUZ01576,300000
B3,CUZ01579,450000
B3,CUZ01599,305000
B3,CUZ01601,310000
B3,CUZ01656,240000
B3,CUZ01659,415000
B3,CUZ01689,240000
B3,CUZ01691,470000
B3,CUZ01703,675000
B3,CUZ01705,215000
B3,CUZ01745,275000
B3,CUZ01756,205000
B3,CUZ01780,225000
B3,CUZ01782,565000
B3,CUZ01783,700000
B3,CUZ01808,600000
B3,CUZ01811,325000
B3,CUZ01825,450000
B3,CUZ01888,295000
B3,CUZ01915,240000
B3,CUZ01924,705000
B3,CUZ01926,445000
B3,CUZ01927,185000
B3,CUZ01934,405000
B3,CUZ01944,360000
B3,CUZ01951,935000
B3,CUZ01984,325000
B3,CUZ01986,260000
B3,CUZ01991,110000
B3,CUZ02008,245000
B3,CUZ02013,60000
B3,CUZ02028,310000
B3,CUZ02029,300000
B3,CUZ02034,220000
B3,CUZ02061,305000
B3,CUZ02064,215000
B3,CUZ02088,325000
B3,CUZ02102,410000
B3,CUZ02113,200000
B3,CUZ02121,290000
